id_quadro,quadro,id_lista,lista,id_cartao,cartao,descricao,data_inicio,data_fim,lead_time,id_checklist,checklist,quant_itens
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,6414778f87e71d1d867c516d,Importação do precatório não atualiza os dados da pessoa,"o reimportar precatório importa somente o precatório mas não atualiza as pessoas

aqui só temos o nome, CPF/CNPJ e tipo pessoa e por isso não atualizamos

o certo era nem trazer esses dados kkkk",2023-09-11,2023-09-20,9,64f1e701a9135c105d114b96,checklist,1
6076ee3e1333ca13c49be9f9,JT SIGEP,64b58c9ba9edbfbe62d3a8bd,concluido,647f3bf84dcffdfce08f1d87,Sprint revisão 2/9,"05/08 - Dos cartões planejados foram concluídos 2, 3 ficaram em andamento e 2 não foram iniciados. No início da sprint Ana estava de férias e Ruy está mais dedicado ao JTe.

Sobre os testes, ainda não implementamos os testes por outras pessoas da equipe e também ainda não consegui trazer pessoa testadora, provavelmente ficará pra final de agosto.

Sprint início: 5/8 - Objetivos: Liberar Versão 2.9.0 (Login KC nacional, Mensagens, melhorias nos Perfis, auditoria e painel de monitoramento)

Próxima revisão: 19/8

01/07 - Dos cartões planejados foram concluídos 8 e 4 ficaram em andamento.

Sobre os testes, ainda não implementamos os testes por outras pessoas da equipe e também ainda não consegui trazer pessoa testadora, provavelmente ficará pra final de julho.

Equipe reduzida em dois estagiários a partir de agora.

Objetivo da próxima sprint: finalizar versão 2.9.0 com autenticação pelo keycloak nacional. Novo módulo de mensagens no ADM, melhorias na auditoria e também no controle de perfis.

Próxima revisão 22/7.

18/6 - Dos cartões planejados foram 10 concluídos e 8 ficaram em andamento ainda.

Melhoria de processo para próxima sprint: testes! Um dev faz teste do que outro fez ou trazer pessoa testadora para a equipe.",1900-01-01,1900-01-01,1,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,64e365eba41371f754a390d2,Ajuste nos perfis do SIP,"```
-- Mapeamento do de-para dos perfis do pje para o SIP

--select * from tb_perfil tp order by 1
delete from tb_perfil tp where id_perfil > 5;
-- ALTERAÇÃO DOS PERFIS EXISTENTES
-- 1   ADMIN	Administrador OK
-- 2   ADMINISTRADOR	Administrador OK
-- 3   Servidor Precatório	servprec

-- criação dos mapeamentos com os perfil do PJe

-- magistrado sem OJ 1 grau
/*select
	'sq_tb_perfil' seqperfil, 'Magistrado' descricao, 'magistpublico' ds_perfil, tp.ds_identificador id_pje, null OJ, null OJC, true ativo
       --,tp.id_papel, tp.ds_nome
       from tb_papel tp
       where tp.in_ativo = true and tp.id_papel in (1469)*/
-- magistrado sem OJ/OJC 2 grau
/*select 'INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval(''sq_tb_perfil''), ''Magistrado'', ''magistpublico'', '||''''||tp.ds_identificador||'''' ||', null, null, true);'
       from tb_papel tp    where tp.in_ativo = true and tp.id_papel in (1469,5843)*/
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Magistrado', 'magistpublico', 'magistradorar', null, null, true);	
 INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Magistrado', 'magistpublico', 'magistrado', null, null, true);

	
-- servidor sem OJ 1 GRAU
/*select 'INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval(''sq_tb_perfil''), ''Diretor/Servidor'', ''servpublico'', '||''''||tp.ds_identificador||'''' ||', null, null, true);'
       from tb_papel tp  where tp.in_ativo = true and tp.id_papel in (5197,5794,1118,1338)*/
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor', 'servpublico', 'dirSecretaria', null, null, true);
-- 5	SERVIDOR	Diretor/Servidor
UPDATE sipag.tb_perfil
SET ds_descricao='Diretor/Servidor',
	ds_perfil='servpublico',
	ds_perfil_pje='ASSES'
WHERE id_perfil=5;
/*--delete from sipag.tb_perfil WHERE id_perfil=5;
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor', 'servpublico', 'Asses', null, null, true);*/
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor', 'servpublico', 'Secretario', null, null, true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor', 'servpublico', 'servidor', null, null, true);


-- servidor sem OJ/OJC 2 grau
/*select 'INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval(''sq_tb_perfil''), ''Diretor/Servidor'', ''servpublico'', '||''''||tp.ds_identificador||'''' ||', null, null, true);'
       from tb_papel tp    where tp.in_ativo = true and tp.id_papel in (5197,5794,5842,5031,1118,5832,5840,5841,1338)*/
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor', 'servpublico', 'idSecretarioSessao', null, null, true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor', 'servpublico', 'servidorGabinete', null, null, true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor', 'servpublico', 'servidorSecret', null, null, true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor', 'servpublico', 'servidorar', null, null, true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor', 'servpublico', 'assessorar', null, null, true);

-- magistrado com OJ/OJC
/*select tp.ds_identificador, 'INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval(''sq_tb_perfil''), ''Magistrado Precatório'', ''MAGISTRADO'', '||''''|| ''||tp.ds_identificador||'''' ||', '
		||toj.id_orgao_julgador||', '||tojcoj.id_orgao_julgador_colegiado||' , true);'
       from tb_papel tp, tb_orgao_julgador toj, tb_org_julg_clgdo_org_julg tojcoj
       where tp.in_ativo = true
       and tp.id_papel in (1469,5843)
	   and toj.id_orgao_julgador in (72,76)
       and tojcoj.id_orgao_julgador = toj.id_orgao_julgador
       and tojcoj.dt_inicial <= now()
       and (tojcoj.dt_final >= now() or tojcoj.dt_final is null)
       and toj.in_ativo = 'S' and toj.in_posto_avancado = 'N'  */	
-- 4   Magistrado Precatório	magistprec
UPDATE sipag.tb_perfil
SET ds_descricao='Magistrado Precatório',
	ds_perfil='magistrado',
	ds_perfil_pje='MAGISTRADO'
WHERE id_perfil=4;
/*delete from sipag.tb_perfil WHERE id_perfil=4;
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Magistrado Precatório', 'MAGISTRADO', 'magistrado', 72, 13 , true);*/
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Magistrado Precatório', 'MAGISTRADO', 'magistradorar', 72, 13 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Magistrado Precatório', 'MAGISTRADO', 'magistrado', 76, 15 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Magistrado Precatório', 'MAGISTRADO', 'magistradorar', 76, 15 , true);


-- servidor com OJ/OJC
/*select  tp.ds_identificador, 'INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval(''sq_tb_perfil''), ''Diretor/Servidor Precatório'', ''assessor'', '||''''|| ''||tp.ds_identificador||'''' ||', '
		||toj.id_orgao_julgador||', '||tojcoj.id_orgao_julgador_colegiado||' , true);'
       from tb_papel tp, tb_orgao_julgador toj, tb_org_julg_clgdo_org_julg tojcoj
       where tp.in_ativo = true
       and tp.id_papel in (5197,5794,5842,5031,1118,5832,5840,5841,1338)
       and toj.id_orgao_julgador in (72,76)
       and tojcoj.id_orgao_julgador = toj.id_orgao_julgador
       and tojcoj.dt_inicial <= now()
       and (tojcoj.dt_final >= now() or tojcoj.dt_final is null)
       and toj.in_ativo = 'S' and toj.in_posto_avancado = 'N' */
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'dirSecretaria', 72, 13 , true);
UPDATE sipag.tb_perfil
SET ds_descricao='Diretor/Servidor Precatório',
	ds_perfil='assessor',
	ds_perfil_pje='ASSES'
WHERE id_perfil=3;
/*delete from sipag.tb_perfil WHERE id_perfil=3;
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'Asses', 72, 13 , true);*/
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'idSecretarioSessao', 72, 13 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'Secretario', 72, 13 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'servidor', 72, 13 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'servidorGabinete', 72, 13 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'servidorSecret', 72, 13 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'servidorar', 72, 13 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'assessorar', 72, 13 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'dirSecretaria', 76, 15 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'Asses', 76, 15 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'idSecretarioSessao', 76, 15 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'Secretario', 76, 15 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'servidor', 76, 15 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'servidorGabinete', 76, 15 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'servidorSecret', 76, 15 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'servidorar', 76, 15 , true);
INSERT INTO sipag.tb_perfil (id_perfil, ds_descricao, ds_perfil, ds_perfil_pje,
		id_orgao_julgador_pje, id_orgao_julgador_colegiado_pje, in_ativo)
		VALUES(nextval('sq_tb_perfil'), 'Diretor/Servidor Precatório', 'assessor', 'assessorar', 76, 15 , true);

-- carga da associação de perfil x recurso
delete from tb_perfil_recurso;

/* 'admin'
1	Página Inicial	Home	/
13	Gerenciamento dos Jobs	CARGA DE DADOS	/jobs
15	Administração	ADMIN	/admin
16	Admin - Relatórios de Auditoria	Auditoria	/admin/auditoria
17	Admin - Perfis/Recursos do Usuário	Perfil	/admin/perfil
20	Admin - Parametros do Sistema	Parametro	/admin/parametro*/
INSERT INTO sipag.tb_perfil_recurso
(id_perfil, id_recurso)
select tp.id_perfil, tr.id_recurso
from tb_perfil tp , tb_recurso tr
where tp.ds_perfil = 'admin'
and tr.id_recurso in (1,13,15,16,17,20);


/* 'servpublico','magistpublico'
1	Página Inicial	Home	/
14	Relatório dos Pagamentos de Alvarás	Detalhe pagamento precatório	/publico/relatorios/pagamento-alvara */
INSERT INTO sipag.tb_perfil_recurso
(id_perfil, id_recurso)
select tp.id_perfil, tr.id_recurso
from tb_perfil tp , tb_recurso tr
where tp.ds_perfil in ('servpublico','magistpublico')
and tr.id_recurso in (1,14);


/* 'assessor','magistrado'
1	Página Inicial	Home	/
2	Gerenciamento dos Entes Públicos	ENTE PÚBLICO	/ente-publico
3	Gerenciamento dos Precatórios	PRECATÓRIOS	/relatorios/previsao-debito
4	Importação de precatórios	Importar precatório	/precatorios/importar
5	Gerenciamento dos Convênios	CONVÊNIO	/convenio
6	Gerenciamento dos Aportes	Aportes	/pagamento/aportes
7	Consulta dos Detalhes da Dívida 	Detalhes da Dívida	/pagamento/divida-detalhes
8	Gerenciamento dos Depósitos	Depósitos	/pagamento/deposito
9	Gerenciamento das Contas Judiciais	Contas Judiciais	/pagamento/contas
10	Gerenciamento das Liberações de pagamentos - Contas	Liberação de pagamentos - Contas	/pagamento/liberacao
11	Gerenciamento das Liberações	Gerenciar Liberações	/pagamento/gerenciar-liberacoes
12	Gerenciamento dos Alvarás	Alvarás	/pagamento/alvaras
13	Gerenciamento dos Jobs	CARGA DE DADOS	/jobs
14	Relatório dos Pagamentos de Alvarás	Detalhe pagamento precatório	/publico/relatorios/pagamento-alvara */
INSERT INTO sipag.tb_perfil_recurso
(id_perfil, id_recurso)
select tp.id_perfil, tr.id_recurso
from tb_perfil tp , tb_recurso tr
where tp.ds_perfil in ('assessor','magistrado')
and tr.id_recurso in (1,2,3,4,5,6,7,8,9,10,11,12,13,14);
```",2023-11-16,2023-12-07,21,654a40e59f0837efd14d25bb,checklist,3
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,64e5f618c3acec5a74f0d737,Erro ao registrar conta como principal,sem descricao,2023-08-23,2023-09-20,28,64e5f9ab7af228605f5d9d6a,checklist,2
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,64e8abdfa1f13416e6edbcf6,[ACORDODESAGIO] Tela de contas judiciais,sem descricao,2023-08-25,2023-12-07,104,64e8abe8db6a47579d951e8a,checklist,5
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,64f24dae7b79fe8375f4b6d0,Tela de ente público não ordena a lista dos FPM - ordenar do mais novo para o mais antigo,sem descricao,2023-09-06,2023-09-20,14,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,64f63931c4dc7879b4cefb15,Alterações validação FPM,sem descricao,2023-09-05,2023-09-20,15,64f6397f69ea0e8e41760ae0,checklist,4
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65030ff7d35d88f87291d84d,Gerar os demais tipos de alvarás do SIF p beneficiario e Uniao,"Precisamos realizar a integracao entre SIP x SIF nas APIs dos demais alvaras. São eles:

- Alvara beneficiario para credito em conta  (AlvaraApi - AlvaraTransferenciaDto  )
- Alvara beneficiario para saque ( AlvaraApi - AlvaraSaqueDto )
- Alvara GPS ( AlvaraRecolhimentoApi - AlvaraRecolhimentoGPSDto )
- Alvara GRU ( AlvaraRecolhimentoApi - AlvaraRecolhimentoGRUDto )
- Alvara DARF ( AlvaraRecolhimentoApi - AlvaraRecolhimentoDARFDto )",2023-09-14,2023-12-07,84,65088c1dbc0bee41eff5c022,checklist,4
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,6503243f2faff6a96423dd14,Ajustes 2 solução FPM,sem descricao,2023-09-14,2023-09-20,6,65032443436f0f2cc31936b6,checklist,6
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65085fbba83dbb027afd8be3,Automatizar Evolucao do Banco de Dados - dbmanager,Usar  DBManager ou alguma solucao de mercado ???,2023-09-19,2023-12-07,79,sem checklist,sem checklist,0
